OrganisationID,OrganisationCode,OrganisationType,SubType,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude
2596785,AH8,Trust,Independent,Visible,FALSE,Advantage Healthcare,Grosvenor House,Central Park,,Telford,Shropshire,TF2 9TW,52.68562698,-2.442363024
2596835,AH9,Trust,Independent,Visible,FALSE,Clinical Diagnostix Ltd,M P S Accountancy,80 Friar Gate,,Derby,Derbyshire,DE1 1FL,52.92431641,-1.487608433
2596838,AHC,Trust,Independent,Visible,FALSE,Cancer Partners UK Limited,First Floor,Wilson House,Waterberry Drive,Waterlooville,Hampshire,PO7 7XX,50.88512039,-1.043550372
2703979,AHG,Trust,Health & Care and Ambulance,Visible,FALSE,Intelligent Prescribing Solutions Ltd,22 Clockburnsyde Close,Fellside Park,,Newcastle Upon Tyne,Tyne And Wear,NE16 5UT,54.93685913,-1.699348807
2704006,AHD,Trust,Independent,Visible,FALSE,Cornerstone Medical Holdings Limited,Park House,200 Drake Street,,Rochdale,Lancashire,OL16 1PJ,53.61219788,-2.160121441
2704007,AHA,Trust,Independent,Visible,FALSE,Lincs Health Limited,Sleaford Road Medical Centre,,,Boston,Lincolnshire,PE21 8EG,52.97530365,-3.33E-02
2704014,AHH,Trust,Independent,Visible,FALSE,Foscote Court (Banbury) Trust Ltd,Foscote Hospital,2 Foscote Rise,,Banbury,Oxfordshire,OX16 9XP,52.05334091,-1.330979109
2704023,AHE,Trust,Independent,Visible,FALSE,Reproductive Health Group Limited,Centre For Reproductive Health,Daresbury Park,Daresbury,Warrington,Cheshire,WA4 4GE,53.33205032,-2.642132282
2704112,AHF,Trust,Independent,Visible,TRUE,Good Skin Days Ltd,78 Back Lane,Guiseley,,Leeds,West Yorkshire,LS20 8EB,53.87415695,-1.718955398
2704135,AHJ,Trust,Independent,Visible,FALSE,Angel Chiropody & Podiatry (HQ),89-91 Mildmay Park,,,London,Greater London,N1 4NB,51.54982376,-8.49E-02
2704137,AHK,Trust,Independent,Visible,FALSE,Humanitas Healthcare Services Limited,29 Waterloo Road,,,Wolverhampton,West Midlands,WV1 4DJ,52.58680725,-2.132736921
2704198,AHL,Trust,Independent,Visible,FALSE,Inmind Healthcare - Head Office,Unit 7 The Quadrant,Upper Culham Farm,Upper Culham,Reading,Berkshire,RG10 8NR,51.53201675,-0.86188668
2704210,AHM,Trust,Independent,Visible,FALSE,Uttlesford Health Limited (HQ),Orbital House,20 Eastern Road,,Romford,Essex,RM1 3PJ,51.57545853,0.184638649
2704212,AHN,Trust,Health & Care and Ambulance,Visible,FALSE,Equilibrium Healthcare,Riverside Park,Bollin Link Road,,Wilmslow,Cheshire,SK9 1DP,53.32939148,-2.226956367
2704259,AHP,Trust,Independent,Visible,FALSE,St Michael's Clinic Limited,St Michaels House,St Michaels Street,,Shrewsbury,Shropshire,SY1 2HE,52.71735001,-2.745679855
2704332,AHQ,Trust,Independent,Visible,FALSE,Curocare Ltd Head Office,First Floor,Highbury Crescent Rooms,70 Ronalds Road,London,Greater London,N5 1XA,51.55048752,-0.103959493
2704342,AHR,Trust,Independent,Visible,TRUE,King Edward Vii's Hospital Sister Agnes HQ,Beaumont Street,,,London,Greater London,W1G 6AA,51.52077866,-0.150310874
2917539,AHT,Trust,Independent,Visible,TRUE,West Wakefield Health & Wellbeing Limited,66 Wakefield Road,Ossett,,Wakefield,West Yorkshire,WF5 9JS,53.68549728,-1.572871208
2917587,AHV,Trust,Independent,Visible,FALSE,Harness Care Co-Operative Limited,10 Kingfisher Way,,,London,Greater London,NW10 8TF,51.55057144,-0.260223061
2917594,AHW,Trust,Independent,Visible,FALSE,G4s Forensic And Medical Services,105 Victoria Street,,,London,Greater London,SW1E 6QT,51.49702454,-0.136894614
2917636,AJ0,Trust,Independent,Visible,FALSE,Complete Surveying Solutions Ltd,1623 Warwick Road,Knowle,,Solihull,West Midlands,B93 9LF,52.3920784,-1.739372492
2917641,AJ4,Trust,Independent,Visible,FALSE,South Worcestershire Primary Care Limited,Droitwich Medical Centre,Ombersley Street East,,Droitwich,Worcestershire,WR9 8RD,52.26693344,-2.153611183
2917650,R1K,Trust,Acute,Visible,TRUE,London North West Healthcare NHS Trust,Northwick Park Hospital,Watford Road,,Harrow,Middlesex,HA1 3UJ,51.57509995,-0.322467029
2917735,AJ2,Trust,Independent,Visible,FALSE,Lentells Limited,Leach Road,Chard Business Park,,Chard,Somerset,TA20 1FA,50.88553238,-2.956455231
2917739,AJ3,Trust,Independent,Visible,TRUE,St Margarets Hospice,Heron Drive,Bishops Hull,,Taunton,Somerset,TA1 5HA,51.01649094,-3.127072811
2917741,AJ6,Trust,Independent,Visible,FALSE,Disc (Developing Initiatives Supporting Communities),Sapphire House,Ies Centre,Horndale Avenue,Newton Aycliffe,County Durham,DL5 6DS,54.61126328,-1.572499156
2917744,AJ8,Trust,Independent,Visible,FALSE,The Grange Medical Centre HQ,Highfield Road,Hemsworth,,Pontefract,West Yorkshire,WF9 4DP,53.61185837,-1.354278564
2917765,AJA,Trust,Independent,Visible,TRUE,Dover Counselling Centre HQ,9 St. James Street,,,Dover,Kent,CT16 1QD,51.12587357,1.317127705
2917828,AJ5,Trust,Independent,Visible,FALSE,Primary Eyecare (Lancashire) Ltd,2 Woodbridge Street,,,London,Greater London,EC1R 0DG,51.52386093,-0.103508808
3027570,AJ7,Trust,Independent,Visible,FALSE,Anatomie Healthcare Limited,158-160 Kenton Road,,,Harrow,Middlesex,HA3 8AZ,51.58303452,-0.315867245
3027572,AJ9,Trust,Independent,Visible,FALSE,Haringey Advisory Group On Alcohol (Haga),171 Park Lane,Northumberland Park,,London,Greater London,N17 0HJ,51.60261536,-0.059420463
3027647,AJC,Trust,Independent,Visible,FALSE,Vaccination UK Limited,21A Brand Street,,,Hitchin,Hertfordshire,SG5 1JE,51.94922256,-0.279236495
3027696,AJD,Trust,Independent,Visible,FALSE,Mindmasters,Clarendon Clinic,115 Chorley Road,Swinton,Manchester,Greater Manchester,M27 4AA,53.5107193,-2.33684063
3027737,AJE,Trust,Independent,Visible,FALSE,Mental Health Care (UK) Ltd,183 Newton Drive,,,Blackpool,Lancashire,FY3 8NU,53.82444382,-3.014654875
3028002,AJF,Trust,Independent,Visible,FALSE,Geneix Ltd,Elm Cottage Flat,Lewes Road,,Forest Row,East Sussex,RH18 5AA,51.0970726,3.38E-02
3028070,AJK,Trust,Independent,Visible,FALSE,Leong Ent Ltd,4 Laurel Close,Yaxley,,Peterborough,Cambridgeshire,PE7 3LQ,52.51165771,-0.263111353
3028089,AJM,Trust,Independent,Visible,FALSE,BUPA Csh Ltd,Bupa House,15-19 Bloomsbury Way,,London,Greater London,WC1A 2BA,51.51770401,-0.123251624
3028145,AJL,Trust,Independent,Visible,FALSE,Primary Care Warwickshire Ltd,Charnwood House,Harcourt Way,Meridian Business Park,Leicester,Leicestershire,LE19 1WP,52.6013031,-1.189129472
3028176,AJG,Trust,Independent,Visible,FALSE,Shreeji Ophthalmic Primary Care Services LLP (HQ),1 Brackenwood Drive,,,Cheadle,Cheshire,SK8 1JX,53.38429642,-2.211282253
3028241,AJP,Trust,Independent,Visible,FALSE,Optyco Ltd,23 Church Gate,,,Leicester,Leicestershire,LE1 3AL,52.63716125,-1.13373208
3137495,AJH,Trust,Independent,Visible,FALSE,West Norfolk Osteopaths Ltd,6A Jubilee Court,Hunstanton Road,Dersingham,King's Lynn,Norfolk,PE31 6HH,52.84600449,0.50258404
3137565,AJJ,Trust,Independent,Visible,FALSE,Medical Illustration UK Ltd,Lower Ground Floor,Chelsea & Westminster Hospital Nhs,369 Fulham Road,London,Greater London,SW10 9NH,51.48426056,-0.181444362
3137603,AJR,Trust,Independent,Visible,FALSE,Kings Lynn Chiropractic Clinic Ltd,John Kennedy Road,,,King's Lynn,Norfolk,PE30 2AA,52.75886154,0.398827553
3137605,AJN,Trust,Independent,Visible,FALSE,Workington Health Limited,Workington Primary Care Centre,Workington Community Hospital,Park Lane,Workington,Cumbria,CA14 2RW,54.6427536,-3.551453352
3137646,AJW,Trust,Independent,Visible,FALSE,Chelmer Healthcare Ltd,Baddow Village Surgery,Longmead Avenue,Great Baddow,Chelmsford,Essex,CM2 7EZ,51.71924973,0.503648341
3137665,AJQ,Trust,Independent,Visible,FALSE,Hinckley & Bosworth Medical Alliance Limited,Newbold Verdon Medical Practice,St. Georges Close,Newbold Verdon,Leicester,Leicestershire,LE9 9PZ,52.63463974,-1.343294978
3137764,AJT,Trust,Independent,Visible,FALSE,North West Leicestershire Gp Limited,High Street,Measham,,Swadlincote,Derbyshire,DE12 7HR,52.70479965,-1.509229302
3137766,AJV,Trust,Independent,Visible,FALSE,Gp Healthcare Alliance Ltd,Orbital House,20 Eastern Road,,Romford,Essex,RM1 3PJ,51.57545853,0.184638649
3137770,AJX,Trust,Independent,Visible,FALSE,Sussex Msk Partnership 2,Swandean,Arundel Road,,Worthing,West Sussex,BN13 3EP,50.84120941,-0.411147565
3137785,AK5,Trust,Independent,Visible,FALSE,Generating Healthcare Ltd,Park Lane Surgery,8 Park Lane,,Broxbourne,Hertfordshire,EN10 7NQ,51.74651337,-2.12E-02
3137787,AK6,Trust,Independent,Visible,FALSE,Local Integrated Network Of Care Services HQ,Pilgrim Primary Care Centre,Pelham Road,,Immingham,South Humberside,DN40 1JW,53.61872101,-0.205321178
3137917,AJY,Trust,Independent,Visible,FALSE,Wf Federated Gp Network Limited,197 Chingford Mount Road,Chingford,,London,Greater London,E4 8LR,51.61431885,-1.77E-02
3137953,AK9,Trust,Independent,Visible,FALSE,12 Point Care Limited,Regal Chambers Surgery,50 Bancroft,,Hitchin,Hertfordshire,SG5 1LL,51.95288086,-0.275880486
3137959,AK0,Trust,Independent,Visible,FALSE,B-Well Therapy Limited,17 Meldone Close,,,Surbiton,Surrey,KT5 9HQ,51.38998795,-0.280176312
3138041,AK8,Trust,Independent,Visible,FALSE,Exercise Referral/Community Weight Management/Maternity Lifestyle Programme - South Tyneside Council,Temple Park Wellness Centre,,,South Shields,Tyne And Wear,NE34 8QN,54.968647,-1.420322061
3138142,AKA,Trust,Independent,Visible,TRUE,Wellspring Healthy Living Centre,Beam Street,Barton Hill,,Bristol,Avon,BS5 9QY,51.45581818,-2.561452627
3138144,AKE,Trust,Independent,Visible,FALSE,Id Medical Group Ltd,Unit 1 Mill Square,Featherstone Road,Wolverton Mill South,Milton Keynes,Buckinghamshire,MK12 5ZD,52.05491257,-0.834472895
3138166,AKC,Trust,Independent,Visible,FALSE,Anne Stagg Hypnotherapy,24 Lawson Close,Walkington,,Beverley,North Humberside,HU17 8TR,53.81902695,-0.487898529
3138192,AKD,Trust,Independent,Visible,TRUE,The Oaktree Clinic,38 Harborne Road,Edgbaston,,Birmingham,West Midlands,B15 3HE,52.46969604,-1.926779985
3138206,AKF,Trust,Independent,Visible,FALSE,Courtyard Continuing Care Ltd,146 Audenshaw Road,Audenshaw,,Manchester,Greater Manchester,M34 5HQ,53.47463226,-2.121756077
3138208,AKK,Trust,Independent,Visible,FALSE,H&Fgpf Limited,Brook Green Medical Centre,Bute Gardens,Hammersmith,London,Greater London,W6 7EG,51.4945755,-0.222004607
3138316,AKG,Trust,Independent,Visible,FALSE,Chiswick Healthcare Limited,Ramsay House,18 Vera Avenue,,London,Greater London,N21 1RA,51.64237595,-9.86E-02
3138323,AKH,Trust,Independent,Visible,FALSE,Great West Road Healthcare Limited,The Blenheim Centre,Prince Regent Road,,Hounslow,Middlesex,TW3 1NL,51.47111511,-0.362107009
3138335,AKJ,Trust,Independent,Visible,FALSE,Brentworth Locality Limited.,Brentford Health Centre,Boston Manor Road,,Brentford,Middlesex,TW8 8DS,51.48675919,-0.310040146
3138360,AKL,Trust,Independent,Visible,FALSE,Havering Health Ltd,39 Wood Lane,,,Hornchurch,Essex,RM12 5HX,51.54411316,0.196001604
3138362,AKM,Trust,Independent,Visible,FALSE,Shire Health Ltd,1St Floor,2 Woodberry Grove,Finchley,London,Greater London,N12 0DR,51.61092377,-0.178322107
3138364,AKN,Trust,Independent,Visible,FALSE,East Quay Health Ltd,East Quay Medical Centre,East Quay,,Bridgwater,Somerset,TA6 4GP,51.13570404,-3.000436068
3247699,AKP,Trust,Independent,Visible,FALSE,The Green House,44 Mina Road,St Werburghs,,Bristol,Avon,BS2 9XH,51.46808243,-2.574113369
3247701,AKQ,Trust,Independent,Visible,FALSE,Delphi Medical Ltd,Wesham Offices,Derby Road,Wesham,Preston,Lancashire,PR4 3AL,53.789505,-2.881022215
3247703,AKV,Trust,Independent,Visible,FALSE,Swanswell Charitable Trust,Suite 5,Hilton House,Corporation Street,Rugby,Warwickshire,CV21 2DN,52.37174606,-1.265458822
3248561,AKR,Trust,Independent,Visible,TRUE,Lancashire Women's Centres,25 Wellington Street,St. Johns,,Blackburn,Lancashire,BB1 8AF,53.7524147,-2.48801589
3248604,AKW,Trust,Independent,Visible,FALSE,Romney Marsh Physiotherapy Centre,22 High Street,,,New Romney,Kent,TN28 8BY,50.98557663,0.939112008
3248606,AKX,Trust,Independent,Visible,FALSE,Total Physiotherapy Ltd,474 Broadway,Chadderton,,Oldham,Lancashire,OL9 9NS,53.5261116,-2.16199851
3248608,AKY,Trust,Independent,Visible,FALSE,Physiologic Pain Relief Solutions Ltd,Irving House,Range Road,,Hythe,Kent,CT21 6HG,51.06501389,1.076499939
3248609,AL0,Trust,Independent,Visible,FALSE,Medical Skills Care Ltd,24 Crabtree Lane,,,Harpenden,Hertfordshire,AL5 5TE,51.81103516,-0.347434312
3248803,ALA,Trust,Independent,Visible,FALSE,Feltham And Bedfont Locality Limited,St Davids Practice,3Rd Floor,The Feltham Centre For Health,Feltham,Middlesex,TW13 4GU,51.44636917,-0.41107139
3248815,ALD,Trust,Independent,Visible,FALSE,Kesson Physiotherapy Ltd,Units 1 And 5,Abbey Enterprise Centre,London Road,Faversham,Kent,ME13 8RZ,51.30864334,0.883763015
3248830,ALC,Trust,Independent,Visible,FALSE,South East Ultrasound Ltd,99 Canterbury Road,,,Whitstable,Kent,CT5 4HG,51.35201263,1.0235039
3248839,ALG,Trust,Independent,Visible,FALSE,Ealing Gp Ltd,Ramsay House,18 Vera Avenue,Grange Park,London,Greater London,N21 1RA,51.64237595,-9.86E-02
3248899,ALF,Trust,Independent,Visible,FALSE,Therapeutic Resources & Counselling Services Ltd,5 Attorneys Walk,,,Ludlow,Shropshire,SY8 1AA,52.36869431,-2.717306376
3248905,ALH,Trust,Independent,Visible,TRUE,Hem Clinical Ultrasound Service Limited,HEM Clinical Ultrasound Service Limited,Unit 5,,,,,,
3248928,ALJ,Trust,Independent,Visible,FALSE,Unitingcare Partnership LLP,Block 2,Ida Darwin Fulbourn,,Cambridge,Cambridgeshire,CB21 5EF,52.185215,0.188189894
3248930,ALK,Trust,Independent,Visible,FALSE,South Charnwood Gp Network Limited,86 Rothley Road,Mountsorrel,,Loughborough,Leicestershire,LE12 7JU,52.72483826,-1.13957715
3358847,ALL,Trust,Independent,Visible,FALSE,Greystone Physiotherapy Clinic Ltd,1 Rink Drive,,,Swadlincote,Derbyshire,DE11 8JL,52.77161407,-1.557466865
3358849,ALN,Trust,Independent,Visible,FALSE,Sevenoaks Area Mind HQ,34 St. Johns Road,,,Sevenoaks,Kent,TN13 3LW,51.28296661,0.193932354
3358860,ALM,Trust,Independent,Visible,FALSE,St Martins Healthcare Services CIC,Mill 2 First Floor South,Mabgate Mills,Mabgate,Leeds,West Yorkshire,LS9 7DZ,53.80237961,-1.530294657
3358949,ALP,Trust,Independent,Visible,FALSE,Prime Practice Partnership Ltd,Essex Lodge,94 Greengate Street,Plaistow,London,Greater London,E13 0AS,51.52790833,2.67E-02
3358964,ALQ,Trust,Independent,Visible,FALSE,Hambleton Richmondshire And Whitby Gp Alliance Ltd,Leyburn Medical Practice,Brentwood,,Leyburn,North Yorkshire,DL8 5EP,54.30937195,-1.825938582
3359267,ALR,Trust,Independent,Visible,FALSE,Birmingham Mental Health Consortium,172 Herbert Road,Small Heath,,Birmingham,West Midlands,B10 0PR,52.47023392,-1.866026163
3359269,ALY,Trust,Independent,Visible,FALSE,Washingborough Family Practice Group,School Lane,Washingborough,,Lincoln,Lincolnshire,LN4 1BN,53.22184372,-0.47332111
3469750,ALV,Trust,Independent,Visible,FALSE,English Institute Of Sport Ltd,Sportcity Gate 13,Rowsley Street,,Manchester,Greater Manchester,M11 3FF,53.48459625,-2.20267868
3469752,ALW,Trust,Independent,Visible,FALSE,Second Step Ltd,9 Brunswick Square,,,Bristol,Avon,BS2 8PE,51.46062469,-2.587679625
3580146,ALX,Trust,Independent,Visible,FALSE,Safecare Network Limited,291 Ashby Road,,,Scunthorpe,South Humberside,DN16 2AB,53.57089615,-0.655332685
3580157,AM6,Trust,Independent,Visible,TRUE,Ieso Digital Health,The Grange,Market Street,Swavesey,Cambridge,Cambridgeshire,CB24 4QG,52.30154419,-3.22E-03
3580159,AM7,Trust,Independent,Visible,TRUE,Sign Health (HQ),5 Baring Road,,,Beaconsfield,Buckinghamshire,HP9 2NB,51.61193085,-0.649320245
3580161,AM8,Trust,Independent,Visible,TRUE,Newcastle Talking Therapies (HQ),Northumberland Tyne & Wear Nhs Ft,Jubilee Road,Gosforth,Newcastle Upon Tyne,Tyne And Wear,NE3 3XT,55.00632477,-1.634742975
3580163,AM9,Trust,Independent,Visible,TRUE,Trent Cbt Services Ltd,Markeaton House,3 Slater Avenue,,Derby,Derbyshire,DE1 1GT,52.92481613,-1.493716002
3580165,AMA,Trust,Independent,Visible,TRUE,Pml Counselling Service (HQ),Banbury Health Centre,58 Bridge Street,,Banbury,Oxfordshire,OX16 5QD,52.06204605,-1.331753492
3580167,AMC,Trust,Independent,Visible,FALSE,Self Help Services,Zion Community Centre,339 Stretford Road,Hulme,Manchester,Greater Manchester,M15 4ZY,53.46643448,-2.253144503
3580169,AMD,Trust,Independent,Visible,TRUE,Sandwell Mind (HQ),3Rd Floor,Bradfield House,Popes Lane,Oldbury,West Midlands,B69 4PA,52.49830627,-2.006098986
3580181,AM0,Trust,Independent,Visible,TRUE,Relate (Bradford),Bradford Trident Business Centre,1st Floor,11 Edward Street,Bradford,West Yorkshire,BD4 7BH,53.78970718,-1.748465657
3580183,AM4,Trust,Independent,Visible,TRUE,Pickard Joan (Counsellor HQ),C/O Morrill Street Health Centre,Holderness Road,Kingston-Upon-Hull,Hull,North Humberside,HU9 2LJ,53.75510788,-0.308375388
3580185,AM5,Trust,Independent,Visible,TRUE,Outlook South West LLP,2D Restormel Industrial Estate,Liddicoat Road,,Lostwithiel,Cornwall,PL22 0HG,50.40942383,-4.665642262
3664652,AMN,Trust,Independent,Visible,TRUE,Relate (Avon) (HQ),133 Cheltenham Road,,,Bristol,Avon,BS6 5RR,51.46502686,-2.590442657
3664654,AMP,Trust,Independent,Visible,TRUE,Relate (Bedfordshire And Luton) (HQ),6 St. Pauls Square,,,Bedford,Bedfordshire,MK40 1SQ,52.13506699,-0.46732381
3664656,AMQ,Trust,Independent,Visible,FALSE,Mears Group Plc,1390 Montpellier Court,Gloucester Business Park,Brockworth,Gloucester,Gloucestershire,GL3 4AH,51.8470726,-2.178131342
3664658,AMR,Trust,Independent,Visible,FALSE,Primary Healthcare Darlington Ltd,186 Neasham Road,,,Darlington,County Durham,DL1 4YL,54.51732254,-1.542647123
3664668,AME,Trust,Independent,Visible,TRUE,Mind In Bexley,Milton House,240A Broadway,,Bexleyheath,Kent,DA6 8AS,51.45783997,0.137300044
3664670,AMF,Trust,Independent,Visible,FALSE,Self Help Services (Pbr) (HQ),463 Stretford Road,,,Manchester,Greater Manchester,M16 9AB,53.46413422,-2.265135527
3664672,AMG,Trust,Independent,Visible,TRUE,Turning Point (HQ),21 Mansell Street,,,London,Greater London,E1 8AA,51.51376343,-7.32E-02
3664674,AMH,Trust,Independent,Visible,TRUE,West Essex Mind (HQ),10-11 Corner House,Bush Fair,,Harlow,Essex,CM18 6NZ,51.75788116,0.113388404
3664676,AMJ,Trust,Independent,Visible,TRUE,Lea Vale Health Limited (HQ),9 Mersey Place,Liverpool Road,,Luton,Bedfordshire,LU1 1HH,51.88154984,-0.422885895
3664678,AMK,Trust,Independent,Visible,TRUE,Starfish Health And Wellbeing (HQ),26-28 Wolverhampton Road,,,Cannock,Staffordshire,WS11 1AH,52.68759918,-2.031897306
3664680,AML,Trust,Independent,Visible,TRUE,1Point (North West) Limited,The Old Turkish Baths,18 Great Moor Street,,Bolton,Lancashire,BL1 1NP,53.57697296,-2.427197456
3664682,AMM,Trust,Independent,Visible,TRUE,Ready To Talk CIC,24A Longley Road,Rainham,,Gillingham,Kent,ME8 7RU,51.36507416,0.608810306
3664693,AMT,Trust,Independent,Visible,FALSE,Amp Healthcare Ltd,The White Wings Centre,Spa Pool Road,Askern,Doncaster,South Yorkshire,DN6 0HZ,53.61547852,-1.14884913
3664731,AMV,Trust,Independent,Visible,FALSE,Chesterfield Health Provider Ltd,36 Warsop Road,Mansfield Woodhouse,,Mansfield,Nottinghamshire,NG19 9LF,53.16524506,-1.184929848
3664733,AMW,Trust,Independent,Visible,FALSE,Alliance For Better Care Ltd,99 Station Road,,,Redhill,Surrey,RH1 1EB,51.24041748,-0.175719321
3664735,AMX,Trust,Independent,Visible,FALSE,Medisico Clinics Ltd,Suite A,6 Honduras Street,,London,Greater London,EC1Y 0TH,51.52383041,-9.61E-02
3664789,AMY,Trust,Independent,Visible,FALSE,Healthstone Medical Ltd,1A Madeira Road,Parkstone,,Poole,Dorset,BH14 9ET,50.72815323,-1.934788823
3664812,AN0,Trust,Independent,Visible,FALSE,The Big Life Group Ltd,463 Stretford Road,,,Manchester,Greater Manchester,M16 9AB,53.46413422,-2.265135527
3664848,AN2,Trust,Independent,Visible,FALSE,Brocklebank Group Practice (HQ),249 Garratt Lane,,,London,Greater London,SW18 4DU,51.44859695,-0.189107627
3664850,AN4,Trust,Independent,Visible,FALSE,Grafton Medical Partners (HQ),Grafton Square Surgery,Clapham Old Town,,London,Greater London,SW4 0DE,51.46431351,-0.139537215
3664852,AN5,Trust,Independent,Visible,FALSE,Putneymead Group Medical Practice (HQ),266 Upper Richmond Road,Putney,,London,Greater London,SW15 6TQ,51.46165848,-0.219929993
3664854,AN9,Trust,Independent,Visible,FALSE,The Earlsfield Practice (HQ),2-4 Steerforth Street,,,London,Greater London,SW18 4HH,51.43828583,-0.18760179
3664856,ANA,Trust,Independent,Visible,FALSE,Heathbridge Practice (HQ),125 Upper Richmond Road,Putney,,London,Greater London,SW15 2TL,51.46007538,-0.215154827
3664858,ANC,Trust,Independent,Visible,FALSE,Open Door Surgery (HQ),47 Boundaries Road,Balham,,London,Greater London,SW12 8EU,51.44314957,-0.155679628
3664860,AND,Trust,Independent,Visible,FALSE,Baddow Hospital Ltd,West Hanningfield Road,Great Baddow,,Chelmsford,Essex,CM2 8HN,51.70772934,0.50238955
3665130,ANE,Trust,Independent,Visible,FALSE,Stereopsis Ltd,32 West Parade,,,Worthing,West Sussex,BN11 5EF,50.80691147,-0.39608866
3665135,ANF,Trust,Independent,Visible,FALSE,Lea Valley Health Ltd,13-15 High Street,Cheshunt,,Waltham Cross,Hertfordshire,EN8 0BX,51.70856094,-3.75E-02
3665137,ANH,Trust,Independent,Visible,FALSE,Malling Health UK Limited,Suite 14,70 Churchill Square,Kings Hill,West Malling,Kent,ME19 4YU,51.27291107,0.39490971
3775019,ANL,Trust,Independent,Visible,FALSE,1St Care Cumbria Ltd,Alneburgh House,Ewanrigg Road,,Maryport,Cumbria,CA15 8EL,54.70643616,-3.494516373
3775043,ANG,Trust,Independent,Visible,FALSE,Ip&E Limited,Shirehall,Abbey Foregate,,Shrewsbury,Shropshire,SY2 6ND,52.7049942,-2.731764317
3775045,ANK,Trust,Independent,Visible,FALSE,Ip&E (Trading) Limited,Shirehall,Abbey Foregate,,Shrewsbury,Shropshire,SY2 6ND,52.7049942,-2.731764317
3775064,ANJ,Trust,Independent,Visible,FALSE,Central London Primary Care Counsellors,Lisson Grove Health Centre,Gateforth Street,,London,Greater London,NW8 8EG,51.5247345,-0.169308856
3775224,APA,Trust,Independent,Visible,FALSE,General Practice Alliance Limited,129 Hazeldene Road,,,Northampton,Northamptonshire,NN2 7PB,52.25824738,-0.882129729
3775258,NDN,Trust,Independent,Visible,FALSE,First Community Health & Care C.I.C,St. Johns Court,St. Johns Road,,Redhill,Surrey,RH1 6DS,51.2294693,-0.167945191
3775415,ANM,Trust,Independent,Visible,FALSE,Tri Locality Care Ltd,32 Grange Close,,,Winchester,Hampshire,SO23 9RS,51.04595947,-1.32667315
3775442,ANQ,Trust,Independent,Visible,FALSE,Durham Dales Health Federation,Stanhope Health Centre,Dales Street,Stanhope,Bishop Auckland,County Durham,DL13 2XD,54.74620438,-2.002780199
3775444,ANR,Trust,Independent,Visible,FALSE,Yordales Health Ltd,The Health Centre,Holme Lane,Cross Hills,Keighley,West Yorkshire,BD20 7LG,53.90023422,-1.990969539
3775446,ANN,Trust,Independent,Visible,FALSE,Integrated Community Care Ltd,119 Seabourne Road,,,Bexhill-On-Sea,East Sussex,TN40 2SD,50.85034561,0.504603922
3775448,ANP,Trust,Independent,Visible,FALSE,New Forest Physiotherapy Clinic Ltd,Gang Warily Community Centre,Newlands Road,Fawley,Southampton,Hampshire,SO45 1GA,50.82426834,-1.372074485
3775514,ANT,Trust,Independent,Visible,FALSE,Footcab Ltd,205 Commonside East,,,Mitcham,Surrey,CR4 1HB,51.40156174,-0.152393118
3775516,ANV,Trust,Independent,Visible,FALSE,Centre For Psychology Limited,F57,,,,,,,
3775533,AP2,Trust,Independent,Visible,FALSE,East Sussex Outpatient Services Limited (Esops),The Chaseley Trust,South Cliff,,Eastbourne,East Sussex,BN20 7JH,50.75727463,0.276447117
3884814,AP3,Trust,Independent,Visible,FALSE,The Waterside Physiotherapy And Osteopathy Clinic,First Floor,,,,,,,
3884843,ANW,Trust,Independent,Visible,FALSE,K & W Healthcare Ltd,22 Fryent Way,Kingsbury,,London,Greater London,NW9 9SB,51.58295441,-0.280565083
3884898,AP4,Trust,Independent,Visible,FALSE,Lymphoedema Specialist Services Ltd,142 Cherry Garden Road,,,Eastbourne,East Sussex,BN20 8HG,50.7724762,0.248959601
3884900,AP5,Trust,Independent,Visible,FALSE,Future Proof Health Limited,The Ridgeway Surgery,175 The Ridgeway,Sedgley,Dudley,West Midlands,DY3 3UH,52.53583908,-2.120862246
3884902,AP6,Trust,Independent,Visible,FALSE,Avenue Osteopaths,588 Eastern Avenue,,,Ilford,Essex,IG2 6PQ,51.57440186,7.70E-02
3884913,ANX,Trust,Independent,Visible,FALSE,Kilburn Primary Care Co-Op Limited,10 Aldersgate Street,,,London,Greater London,EC1A 4HJ,51.51702881,-0.09644182
3884915,AP0,Trust,Independent,Visible,FALSE,Ash Physiotherapy & Sports Injury Clinic Ltd,The Old Coach House,58 The Street,Ash,Canterbury,Kent,CT3 2EW,51.27906418,1.278106093
3884946,AP7,Trust,Independent,Visible,FALSE,Redbridge Osteopaths,80 Falmouth Gardens,Redbridge,,Ilford,Essex,IG4 5JJ,51.58269501,4.77E-02
3884956,ANY,Trust,Independent,Visible,FALSE,Physio-Works (UK) Ltd,367 St Nicholas Drive,Wybers Wood,,Grimsby,South Humberside,DN37 9RD,53.56535339,-0.138345316
3885135,APC,Trust,Independent,Visible,FALSE,Als Cosmetic Laser Clinic,33 Abbey Court,,,Battle,East Sussex,TN33 0TZ,50.91690063,0.485625207
3885137,AP8,Trust,Independent,Visible,FALSE,South West Advice And Neurology Services (Swans),17-18 Leach Road,Chard Business Park,,Chard,Somerset,TA20 1FA,50.88553238,-2.956455231
